,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list
1281,She Was Pretty,MBC,['Jeong Dae Yun'],['Jo Sung Hee'],2015-09-16,2015-11-11,"Wednesday, Thursday",2015,16,225.0,"As a young girl, Hye Jin was impossibly cute and lived a comfortable life with her wealthy parents. Since entering her teens, both her looks and fortunes have drastically changed. She currently lives rent-free with a friend and is a part-time clerk at a convenience store. Out-of-the-blue, Sung Joon, her childhood friend, contacts her and suggests they meet. He is unaware that Hye Jin recently spotted him and knows how fit and handsome he had become. Not wanting to disappoint him, she insists her pretty best friend go in her place. What could go wrong?After landing a full-time job, Hye Jin is surprised to find out that Sung Joon is her boss. To add insult to injury, he is treating her with nothing but disdain and contempt. This is not the friend she fondly remembers, so she goes about hiding her true identity from him.  (Source: MBC)","['Choi Si Won', 'Hwang Jung Eum', 'Park Seo Joon', 'Go Joon Hee']"
1282,Love Cells Season 2,Naver TV Cast Viki,,,2015-09-14,2015-10-01,"Monday, Tuesday",2015,12,50.0,"In this bitter-sweet love story, Ne Bi acts as a navigator of the love relationship. She leads the way for the main characters to piece their long-lost memories of love together. ","['Jo Bo Ah', 'Kim Yoo Jung', 'Im Seul Ong']"
1283,Mobilize! K-Cop,,,,2015-09-07,2015-11-24,"Monday, Tuesday",2015,26,30.0,"By chance, two incumbent policemen rescued Princess Stella from an alien planet. The princess turned them from ordinary policemen into super-powered police officers. The alien villains, who followed the princess to Earth, found that they could use the negative energy of humans (i.e., greed, laziness, timidity, and fear) to awaken the black phoenix and conquer the entire universe. After the transformation, Police Kai needs to assist Princess Stella to find the ""fifth element"" on the earth, so as to defeat the dark forces, protect the earth, and maintain justice.(Source: Namu Wiki, Movie Douban)","['Jung Geun', 'Choi Jong Yoon']"
1284,Mom,MBC,"['Jang Joon Ho', 'Oh Kyung Hoon']",['Kim Jung Soo'],2015-09-05,2016-02-21,"Saturday, Sunday",2015,50,90.0,"For a long time, a mother has sacrificed herself to raise her four children but these children are only interested in her fortune and their possible inheritance. Stung by their betrayal and unacceptable behavior, she is determined to live the rest of her life to the fullest and be selfish for a change. This TV series will revolve around family values with themes of generational conflict and reconciliation. The revenge of a mother on her grownup children begins now!(Source: MBC)","['Jang Seo Hee', 'Lee Tae Sung', 'Cha Hwa Yun', 'Kim Suk Hoon', 'Choi Ye Seul']"
1285,My Daughter Geum Sa Wol,MBC,"['Baek Ho Min', 'Lee Jae Jin']",['Kim Soon Ok'],2015-09-05,2016-02-28,"Saturday, Sunday",2015,51,88.0,"Geum Sa Wol is a genius architect who grew up in an orphanage. Despite the hardships she faced while growing up, she always stayed positive and never despaired no matter how tough life became. Her biological mother Deuk-ye had her through an extramarital affair with an ex-boyfriend and plots revenge on her husband and his mother. After a considerable amount of time has passed, Sa Wol meets her mother but both of them do not recognize each other. Instead, they get to know each other as mother-in-law and daughter-in-law.(Source: MBC)","['Yoon Hyun Min', 'Do Sang Woo', 'Son Chang Min', 'Park Se Young', 'Jeon In Hwa', 'Baek Jin Hee']"
1286,All is Well,KBS2,['Kim Won Yong'],['Lee Seon Hee'],2015-08-31,2016-01-29,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,102,21.0,A drama about people who face hate and conflict while learning to forgive and understand the meaning of love and happiness. ,"['Choi Yoon Young', 'Kwak Shi Yang', 'Uhm Hyun Kyung', 'Han Bo Reum', 'Song  Jae Hee', 'Heo Jung Min']"
1287,TV Novel: The Stars are Shining,KBS2,['Kwon Gye Hong'],,2015-08-31,2016-02-26,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,128,19.0,Jo Bong Hee's family falls into difficulties after the death of her father. She overcomes obstacles to become the best fashion designer in South Korea. ,"['Go Won Hee', 'Cha Do Jin', 'Lee Ha Yul', 'Seo Yoon Ah']"
1288,Twenty Again,tvN,['Kim Hyung Shik'],['So Hyun Kyung'],2015-08-28,2015-10-17,"Friday, Saturday",2015,16,232.0,"38-year-old Ha No Ra dreamt of becoming a dancer in her high school years but met her husband, Kim Woo Chul, when she was 19. After having a child, she focused on taking care of her family and had to give up her dreams. In hopes of becoming a proud wife and mother to her college professor husband and her son Min Soo, she strives to enter college and ends up getting accepted into the same college as her son.(Source: AsianWiki)","['Lee Sang Yoon', 'Choi Won Young', 'Choi Ji Woo']"
1289,Cheo Yong Season 2,OCN,['Kang Cheol Woo'],['Hong Seung Hyun'],2015-08-23,2015-10-18,Sunday,2015,10,450.0,Detective Cheo Yong uses his abilities to interact with spirits to solve cases. ,"['Jeon Hyo Sung', 'Oh Ji Ho', 'Ha Yun Joo']"
1290,I Have a Lover,SBS,['Choi Moon Seok'],['Bae Yoo Mi'],2015-08-22,2016-02-28,"Saturday, Sunday",2015,50,78.0,"A coincidental switch of cars leads to a switch of fates for twins who were separated 30 yers ago. Hae Kang, the elder sister is a successful lawyer married to Jin Eon the successor of a top pharmaceutical company. Their love marriage is shattered by the death of their daughter and her husband's affair with Seol Ri, which ultimately leads to their divorce. But before the divorce  is officially declared, Yong Ki switches cars with Hae Kang to avoid being followed by people who are after her life. Yong Ki is the younger sister who is a pregnant widow trying to uncover the secrets behind her husband's sudden death. After the fateful encounter, Hae Kang ends up in a horrible accident (in the switched car) which makes her lose her memories. Baek Seok saves her and allows her to live with his family till she recovers but mistakes her to be his first love Yong Ki.Hae Kang as Yong Ki is no longer a cold and reserved person, instead she's warm, cheerful and caring. As Seol Ri and Jin Eon are in talks for marriage, he accidentally runs into Yong Ki. He is shocked at first but gradually begins suspecting that she's his wife and falls for her newly discovered bright self. She's shaken by his arrival too.(Source: Another Stranger at MyDramaList)","['Ji Jin Hee', 'Kim Hyun Joo', 'Lee Kyu Han', 'Park Han Byul']"
1291,To Be Continued,MBC every1 Naver TV Cast,,,2015-08-18,2015-09-03,Thursday,2015,12,75.0,This web drama is a teen fantasy story that tells the story of a male idol group (ASTRO)  that suddenly slips back in time just one day ahead of their debut stage. ,"['Kim Sae Ron', 'Cha Eun Woo', 'Rocky', 'MJ', 'Moon Bin', 'Jin Jin']"
1292,The Eccentric Daughter-in-Law,KBS2,"['Lee Duk Gun', 'Park Man Young']",['Yoo Nam Kyung'],2015-08-17,2015-09-22,"Monday, Tuesday",2015,12,375.0,"Oh In Yeong is a former idol group singer. She belonged to a popular 4 member girl group, but, now, she isn't very popular anymore. In order to boost her flagging popularity, In Yeong agrees to appear in a television reality show that pairs up fake mothers- and daughters-in-law. While filming for the TV show, she meets her scripted mother-in-law Yang Chun Ja, a matriarch of a long-standing traditional clan. They end up hating each other on the show, but as fate would have it, the two later end up becoming mother and daughter-in-law for real.","['Ryu Soo Young', 'Go Doo Shim', 'Kim Da Som']"
1293,All About My Mom,KBS2,['Lee Geon Joon'],['Yoon Kyung Ah'],2015-08-15,2016-02-14,"Saturday, Sunday",2015,54,89.0,"Jin Ae has a love and hate relationship with her mother San Ok. She dreams of becoming independent from her family and especially from her mother. Jin Ae falls in love with Hoon Jae and marries him. Meanwhile, what awaits for Jin Ae is her new mother-in-law. While experiencing difficult times with her mother-in-law, Jin Ae begins to understand her mother San Ok for the first time. ","['Go Doo Shim', 'Lee Sang Woo', 'Oh Min Suk', 'Choi  Tae Joon', 'Kim Mi Sook', 'Eugene']"
1294,Ugly Miss Young Ae Season 14,tvN,['Han Sang Jae'],"['Baek Sun Woo', 'Myung Soo Hyun', 'Choi Bo Rim', 'Han Sul Hee']",2015-08-10,2015-10-20,"Monday, Tuesday",2015,22,164.0,"This drama revolves around Young Ae and the prejudiced portrayal of chubby women and the stress they get from their superiors, colleagues and work. ","['Lee Seung Joon', 'Park Sun Ho', 'Kim Hyun Sook']"
1295,Yong Pal,SBS,['Oh Jin Suk'],['Jang Hyuk Rin'],2015-08-05,2015-10-01,"Wednesday, Thursday",2015,18,217.0,"Kim Tae Hyeon is a talented surgeon. Desperate for money to pay his sister's medical bills, he adopts the code name Yong Pal and offers his medical skills to those in need of medical attention but who cannot do so publicly, dealing with gangsters and corrupt plutocrats. It is while making such a house call that Tae Hyeon rescues ""sleeping beauty"" Han Yeo Jin, a chaebol heiress, from a medically induced coma, leading to unintended consequences.","['Kim Tae Hee', 'Chae Jung An', 'Joo Won', 'Jo Hyun Jae']"
1296,Mrs. Cop,SBS,"['Ahn Gil Ho', 'Yoo In Shik']",['Hwang Joo Ha'],2015-08-03,2015-09-29,"Monday, Tuesday",2015,18,217.0,"Choi Yeong Jin is a female detective squad chief. She also raises her daughter Ha Eun. At work, she deals with brutal crimes with her senior detective Park Jong Ho and squad members Min Do Yeong, Han Jin Woo, Jo Jae Deok and Lee Se Won. ","['Kim Hee Ae', 'Lee Da Hee', 'Son Ho Jun', 'Kim Min Jong']"
1297,Webtoon Hero - Tundra Show,MBC every1,,,2015-07-27,2015-10-19,Monday,2015,12,125.0,The drama follows the story of a father and three brothers. ~~ Based on the webtoon of the same name by popular writer Kian84. ,"['Park Jeong Hwa', 'Park Eun Seok', 'Kim Jung Seok', 'Jung Il Hoon', 'Go Hyun', 'Lee Chul Woo']"
1298,Last,jTBC,"['Jo Nam Gook', 'Kim Sang Ho']",['Han Ji Hoon'],2015-07-24,2015-09-12,"Friday, Saturday",2015,16,236.0,"Fund manager Jang Tae Ho is a cocky but skilled stock manipulator, who is used to getting things done his way. But when he fails at a scheme worth 35 billion won, his life is in danger as a notorious moneylender, Mr. Jung, hunts him down for losing his 7 billion won. Broke and in hiding, Tae Ho joins the hungry and homeless on the streets around Seoul Station, dreaming of returning to his normal life, until he unexpectedly discovers its 10 billion Korean Won underground economy. The pecking order among the homeless at Seoul Station is stacked like a pyramid. All the money collected from begging to selling personal identities and organs flows up the 7 levels of ringleaders to “Number One”, Kwak Heung Sam, who reigns at the top. Tae-ho decides to take down each level’s ringleader and conquer the hierarchy at Seoul Station with wit, fists, and guts. Will he be able to recover the 10 billion won and return to normal life again?(Source: JTBC)","['Yoon Kye Sang', 'Lee Bum Soo']"
1299,Assembly,KBS2,['Hwang In Hyuk'],['Jung Hyun Min'],2015-07-15,2015-09-17,"Wednesday, Thursday",2015,20,186.0,"Jin Sang Pil is a welder at a shipyard, but when he and his fellow workers get laid off, he fights for their reinstatement as the spokesman for the labor union. To his surprise, this leads to him becoming a newly elected member of the National Assembly. But because of his idealism and naiveté, Sang Pil finds it difficult to navigate the corridors of politics. Enter whip-smart aide Choi In Gyeong, who shows him the ropes and together they work to accomplish real change within the government.","['Jang Hyun Sung', 'Song Yoon Ah', 'Jung Jae Young', 'Park Young Gyu']"
1300,The Scholar Who Walks the Night,MBC,['Lee Sung Joon'],['Jang Hyun Joo'],2015-07-08,2015-09-10,"Wednesday, Thursday",2015,20,180.0,"In Joseon Dynasty, immaculately dressed in scholarly robes, the young nobleman Kim Sung Yeol lives as a vampire to keep his promise to his friends. When Sung Yeol still was a human, he found out about the vampire Gwi who sits above the King deciding the next royal line and has resurrected as a vampire trying to fight against Gwi. And now, he is living as a guardian vampire fighting against the evil vampire without losing his human nature.(Source: MBC)~~ Adapted from the manhwa ""The Scholar Who Walks the Night"" (밤을 걷는 선비) by writer Jo Joo Hee (조주희) and artist Han Seung Hee (한승희).","['Kim So Eun', 'Lee Yoo Bi', 'Lee Joon Gi', 'Lee Soo Hyuk', 'Shim Chang Min']"
